service_name,company_name,service_id,consumerIdentification,orientation,patter_regular,ejemplo
Cobranza Ordinaria,Sunafil,a6340392-3645-4f0c-b9e4-1a7374c1cdeb,Código de Pago,El código de pago contiene 10 dígitos,,
Pagos Soles,Strip Centers del Perú SAC,1b6dd74e-15a5-4811-ba45-f178848e79b5,RUC,,,
Corporación Pamer,Soluciones Educativas Digitales SAC,3F31C622-99F9-49D8-9B83-78153F7377CD,Cod. Alumno,El código de alumno tiene 7 dígitos y sólo números.<br>Por ejemplo: 4040995,,
Soltrak Lima Soles,Soltrak SA,15ddbd83-5145-4f45-aab5-5453f94574cc,DNI o RUC,,,
Cobranza Sokso,Sokso Tienda Iquitos,BF30195A-5DD8-4A65-AFC8-8C73F2BA8A75,DNI,,,
Varios Soles,Sociedad de Automotores Inka,ccaad039-aa80-436f-842b-bbf888d1cf94,Código de Vendedor,La mayoría de códigos de vendedor tienen 8 dígitos.,,
Skechers,Skechers Perú SRL,277f262a-5d5d-4e98-8355-69bfd9b0b286,DNI o RUC,,,
Sitel Soles,Sitel Moviles,b45646ee-bade-43d5-a980-b0b5ebdfa5fe,DNI CE,,,
Pensiones,SISE,cd7006a0-9f4b-48ba-b66e-20d96886c2aa,Cod. Alumno,,,
Signia Soles,Signia Soluciones Logísticas,87f31a49-441e-4007-b575-aa8490ad5d7c,RUC,,,
Edificio Sessen,SESSEN - NEXO,3bbb7de9-8395-46e4-a5eb-4523be4af742,Nro. de Departamento,,,
Edificio Sky Tower MN,Servisecuritas SAC,15cb4ba3-7872-4394-90a2-1ade2ff48472,Sky Tower MN,,,
Pagos Varios Soles,Servicentro Ramirez,233f4d6b-baa9-47ac-b7ad-d3e48e0dff13,RUC o DNI del Comprador,,,
Luz,Sersa - Rioja,75DC2175-69AD-4D73-9663-A82E69EFF615,Nro. de Suministro,,,
Pensiones,SENCICO,d772d92e-272a-44a2-9b7c-27358bd4537b,Cod. Cliente,,,
Admisión - Cursos - Otros,SENCICO,f19cab61-7be6-4f7f-aaa4-ba7c01709f5e,Cod. Cliente,La mayoría de códigos de cliente tienen 8 dígitos.,,
Ingresos Alumnos,SENATI,00bb48f4-625b-4f0a-8781-ca484bad0f74,Cod. Alumno,"Ingresa tu código de alumno <b>en MAYÚSCULAS</b><br><br>Puedes pagar hasta S/. 3,000 en esta empresa",,
Colpotraje,Sehs Norte,2452e499-83cb-47b6-bbda-187df7e6639c,DNI,,,
Suministro,Sehs Norte,f92734fe-84c1-4229-8b32-ca8b81008887,Código de Iglesia,,,
Recibo de Agua,Sedapar,e9217da1-3aa3-4b63-8807-bfb92d3b0003,Nro. Conexión,"Escribe los 7 dígitos de tu Nro. de Conexión. Encuéntralo en la esquina superior derecha de tu recibo o llamando al canal de atención de SEDAPAR, al (054) 606-262.<br><br>Evita ingresar el número de recibo (por ejemplo: S0066962570) para que puedas hacer tus pagos.",,
Consumo de Agua,Sedapal,e8519f43-7afc-4d3d-8e42-29ada86f64e8,Nro. de Suministro,Escribe <b>ÚNICAMENTE los 7 primeros dígitos</b> de tu Número de Suministro. Encuéntralo en la esquina superior derecha de tu recibo o llamando al canal de atención de SEDAPAL al (01) 317 8000,,
Pago de Recibos,Sedalib,53cc0c15-ce54-402e-ab39-394088829526,Código de Suministro,"El código de suministro sólo contiene números<br>Por ejemplo: 08012500830<br><br>Evita ingresar el número de recibo (por ejemplo: S1062069758480) para que puedas hacer tus pagos.<br><br>También puedes ubicarlo en la esquina superior derecha de tu recibo o llamando al canal de atención de SEDALIB, al 0-801-7-1000.",,
Pago de Servicios Huánuco,Seda Huánuco,89669369-F6B3-4762-A933-DED21E55E484,Nro. de Suministro o Inscripción,Escribe los 8 dígitos de tu Nro. de Suministro o Inscripción.<br>Por ejemplo: 01189213<br>Encuéntralo en la esquina superior derecha de tu recibo o llamando a SEDA HUÁNUCO al (062) 513-250.<br><br>Evita ingresar el número de recibo (por ejemplo: S0011934592) para que puedas hacer tus pagos.,,
Pago de Servicios Tingo María,Seda Huánuco,C6DCC180-82EF-47D9-8D2F-B9DCA9E7B7FB,Nro. de Suministro o Inscripción,Escribe los 8 dígitos de tu Nro. de Suministro o Inscripción.<br>Por ejemplo: 01189213<br>Encuéntralo en la esquina superior derecha de tu recibo o llamando a SEDA HUÁNUCO al (062) 513-250.<br><br>Evita ingresar el número de recibo (por ejemplo: S0011934592) para que puedas hacer tus pagos.,,
Pago de Servicios Aucayacu,Seda Huánuco,72D8ACD3-5983-4033-AA64-6BAE24BBEFB4,Nro. de Suministro,Escribe los 8 dígitos de tu Nro. de Suministro o Inscripción.<br>Por ejemplo: 01189213<br>Encuéntralo en la esquina superior derecha de tu recibo o llamando a SEDA HUÁNUCO al (062) 513-250.<br><br>Evita ingresar el número de recibo (por ejemplo: S0011934592) para que puedas hacer tus pagos.,,
Agua Potable,Seda Ayacucho,9af4b614-fe13-4961-90f5-f57fdaf4e5f9,Código de Suministro,"Escribe los 8 dígitos de tu Código de Suministro.<br>Por ejemplo: 70009501.<br>  Encuéntralo en la esquina superior derecha de tu recibo o llamando al canal de atención de SEDA AYACUCHO, al (066) 46-9923.",,
Securitas - Soles,Securitas SAC,c45f813c-93e1-448d-894b-7c07fe8ece10,RUC  - DNI,,,
Electrónica Soles,Securitas SAC,b528808c-d60a-4de6-b7f6-8dde3c247807,RUC O DNI,,,
Rastreo Satelital Soles,Securitas SAC,529d9ace-1351-4303-a538-fa984f8f6645,RUC o DNI,,,
Rastreo Satelital,Securitas SAC,63eda99a-c47e-48f2-bcf8-0fb43ecfbe13,DNI o RUC,,,
Electrónica,Securitas SAC,7b8e97a8-e546-45fe-b012-017cb43c2e5f,DNI o RUC,,,
Pago Prima,Secrex CIA de Seguros,57e9bc56-1f04-4942-a6a0-c9ed92414b99,RUC,,,
Recibo de Luz,Seal,b8b4a082-15e4-414a-b75b-110d39272c85,Nro. de Contrato,Escribe los 6 dígitos de tu Número de Contrato. Encuéntralo en la esquina superior derecha o llamando al canal de atención de SEAL: (054) 381-188.,,
Pensión,Señor de la Misericordia,32136749-6899-49bd-802e-ae4eeab84423,Cod. Alumno,Los códigos de alumno tienen 10 dígitos.<br>Por ejemplo: 2578742083,,
Cooperativas,SBS Administradora de Fondos de Pensiones,e4c04f97-ae53-4ac1-a663-10c24375a21d,RUC,,,
Contribuyente,SBS Administradora de Fondos de Pensiones,f1399106-47ad-4d9c-a45e-c94c8c838957,Código Interno Contrib,El código de contribuyente tiene letras.<br>Por ejemplo: <b>N5066 / APN352 / J0703</b>,,
Varios,SAT Piura,d52430de-82e4-40e0-8388-e98cec0a2e91,Código de Contribuyente,El código de contribuyente tiene 8 dígitos.<br>Por ejemplo: 45886098,,
Papeletas,SAT - Lima,f1fc2877-c3cd-4f2d-a2a1-3eb3043cfa6a,Placa o Nro. de Papeleta,Encuentra tu Nro. de Papeleta en la parte superior de la Papeleta de Infracción de Tránsito.<br>Por ejemplo: <b>15412345</b>,,
Arbitrios,SAT - Lima,4b9c7fd0-cdee-485d-8058-be764fe2c3a1,Nro. de Documento de Deuda,Encuentra tu Documento de Deuda en el cuadernillo tributario del SAT.<br>Por ejemplo: <b>12401235670.</b>,,
Impuesto Predial,SAT - Lima,266a4e01-36de-48a1-9136-bb6f6a6f1764,Nro. de Documento de Deuda,Encuentra tu Documento de Deuda en el cuadernillo tributario del SAT.<br>Por ejemplo: <b>12401235670</b>,,
Impuesto Vehicular,SAT - Lima,ad4df982-02b2-4da6-b7d0-ac7582a7a6bc,Placa o Nro. de Documento de Deuda,"Utiliza la placa para pagar tus cuotas trimestrales y el Documento de Deuda para pagar el total de la deuda con el descuento aplicado por el SAT. Encuentra tu Documento de Deuda en el cuadernillo tributario del SAT, por ejemplo: 12401235670.",,
Pensiones,Santo Toribio de Megrovejo,89c7bb1c-c474-4f95-a2ef-c020ed5092a4,DNI,,,
Santa Úrsula Arequipa,Santa Ursula Arequipa,689155a5-e481-453d-86ed-bf6502e1e8b8,Cod. Alumno,La mayoría de códigos de alumno tienen 8 dígitos.,,
Inicial Y Otros-Soles,Santa Rosa Quives Club,5bc02d71-9862-46dc-b18e-ede5a258db16,Código de Asociado,El código de asociado tiene 6 caracteres entre números y letras.<br>Por ejemplo: A11026<br><br><b>Ingrésalo en MAYÚSCULAS.</b>,,
Mantenimiento,Santa Rosa Quives Club,fa444b5c-8e21-4916-b22d-3277627b3b83,Código de Asociado,El código de asociado tiene 6 caracteres entre números y letras.<br>Por ejemplo: A11026<br><br><b>Ingrésalo en MAYÚSCULAS.</b>,,
Letras-Soles,Santa Rosa Quives Club,838a4b2a-8747-4689-a2cb-51466931c7da,Código de Asociado,El código de asociado tiene 6 caracteres entre números y letras.<br>Por ejemplo: A11026<br><br><b>Ingrésalo en MAYÚSCULAS.</b>,,
Santa Monica,Santa Monica,1C29B73C-BD4E-4D93-A680-5DBC0CB58FBC,Cod. Cliente,,,
Pensiones Matrículas y Otros,Santa Maria Reina Chiclayo,2e25c197-7246-49ca-9853-998a9fc9b30a,Cod. Alumno,El código de alumno tiene 8 dígitos.<br>Por ejemplo: 78891587,,
Programa de Salud,Sanna,b7091c8c-6fed-4580-946a-6d8b237c085b,Código de Afiliado,El código de afiliado tiene 6 dígitos.<br>Por ejemplo: 447258,,
Mensualidades,Sanitas Perú,ebc48d5b-59c0-41e7-b144-7285f20716b5,Nro. Contrato,El número de contrato tiene 8 dígitos.<br>Por ejemplo: 70009265,,
SCTR Pagos,Sanitas Perú,fb79688d-38a5-4484-b0c4-718c1a44edd9,Nro. Contrato,El número de contrato tiene 8 dígitos.<br>Por ejemplo: 70009265,,
Servicio Sanima,Sanisol,075d77b9-b73b-4459-ae7c-f1ec4bac44d9,DNI,,,
Edificio Parques del Mar,San Miguel Nexo Gestion Inmobiliaria,1449c59f-5db2-4bee-9032-eda62b8f864b,Nro. de Departamento,,,
Pre Matrícula,San Jorge de Miraflores,6CA2CE1B-E15E-4BCA-AEFB-9335306E70C9,Cod. Alumno,,,
Matrícula y Pensiones,San Jorge de Miraflores,6a27df0e-f723-46f4-83a6-f0ada267e358,Cod. Alumno,,,
Talleres y Otros,San Jorge de Miraflores,A941060B-E961-4629-B28F-CD55531A2642,Cod. Alumno,,,
Edificio Aquilaria,San Isidro Nexo Gestion Inmobiliaria,7093318C-1392-4062-8634-EF6BC9A75AE4,Nro. de Departamento,Por ejemplo: 402B o 906B,,
Mensualidad,San Ignacio Huacho Barranca,9a6c7a80-6c97-4a28-a097-091a6e816e8a,Cod. Alumno,El código de alumno tiene 10 dígitos.<br>Por ejemplo: 7578380432,,
Pensiones Soles,San Ignacio de Recalde,31c28c61-89da-4662-a1ed-5da780510d5f,Cod. Alumno,El código puede comenzar con R o Z. <br>Por ejemplo: R1234567 o Z1234567,,
Edificio San Fernando,SAN FERNANDO - NEXO,ec416d05-214e-4655-a6b5-a6326d141e27,Nro. de Departamento,,,
Edificio Home Town,San Borja Nexo Gestion Inmobiliaria,FE2B7290-9794-4B94-9300-46D3ECFFD1AA,Código de Pago,Por ejemplo: D204 / G405 / A305,,
Edificio Miramar,San Bartolo Nexo Gestion Inmobiliaria,C7DE8CD1-FDA4-4E4B-9DC2-0625E795BF19,Código de Pago,,,
Edificio Montemar,San Antonio Nexo Gestion Inmobiliaria,6E98CA1C-63D0-4B90-997D-A59E8C2A4AA4,Código de Pago,,,
Cuota Mantenimiento,San Andres - Enlaces,f24684a9-c02e-4a84-a345-cec22b70ed8e,San Andres Nro. Dpto,,,
Cobranza soles,Salvatore,96D6EECC-2E9F-43F3-B8E2-B6513BC29546,Codigo de Cliente,,,
Pensión Escolar y Matrícula,Salesiano Santa Rosa-Col,30a48ea4-d83a-4b23-817e-85215d8a6992,Cod. Alumno,,,
Pensiones y Varios ,Salcantay Colegios,7c9b32a5-1b21-4c84-a237-fcd0e321042e,Cod. Alumno,Ingresa el número de 8 dígitos.,,
SafetyPay Soles,SafetyPay,dbf0d3ce-b46f-4bec-a706-694f00bb9985,Código de Pago,El código tiene 6 dígitos. <br>Por ejemplo: 487894,,
SafetyPay Dólares,SafetyPay,3e326950-5c7b-4d99-a7a3-abbc7d44bf9b,Código de Pago,El código tiene 6 dígitos. <br>Por ejemplo: 487832,,
Cobranza Soles,Sadisac,4409DA9F-89AC-4C4F-8714-45BEAFD77FC3,RUC,,,
Pensiones Javier Prado,Saco Oliveros Javier Prado,729db6d3-ee9f-4d4e-a0a9-e292bd0d10fd,Cod. Alumno,,,
Pensiones Campoy,Saco Oliveros Campoy,f285e1c9-933d-42a4-a9a3-532439d752a5,Cod. Alumno,,,
Pensiones,Saco Oliveros,1E71E2AC-42D5-4A32-AC6D-5893BADC6D2F,DNI del Alumno,,,
Pensiones,Sabio Nacional Antunez de Mayolo SAC,A578A10D-986F-4412-8432-9BEA0191508A,Código de Pago,El código de pago contiene letras y números.<br>Por ejemplo: SI70526479,,
Trámite Documentario,Sabio Nacional Antunez de Mayolo SAC,C456B907-36E0-464B-A46B-7E7765BFFAC0,Código Documentario,El código documentario tiene el siguiente formato: <b>TD78110197</b>,,
Ruta Sur,Ruta Sur,BA17BC3D-868D-41C4-9672-69E9A943AC6D,Cod. Cliente,,,
Cobranza Soles,RTG Repuestos SAC,E639BE0D-C14E-45CC-A121-B513B0504212,RUC,,,
Cobranza,Roxfarma Sa,83AF7A6F-E534-4FD5-B408-EC92982FA11E,Ruc,,,
Edificio Roma,ROMA - NEXO,3140214d-d228-4b17-9ce9-6ff454925c08,Nro. de Departamento,,,
Cobranza Soles,Roma,FC74811B-6985-4607-AC96-9CBDEFF5D2FC,Dni o Ruc,,,
Rom - Samsung ,ROM Outsourcing SAC,4091bf8c-dc8c-4e49-9114-de1fadb1383c,Código de Establecimiento,,,
Rom - Entel,ROM Outsourcing SAC,D7D93226-81A1-475D-8022-D33A5EDCEB03,Código de Establecimiento,,,
Cuota de Mantenimiento,Rinconada Country Club,fd5f3e3c-0cf5-4301-be96-9feece13f3e8,Código Socio (Titular T),,,
Autos (MN),Rimac Seguros,47670789-ecfa-44d7-91e8-d48fbb44b8bd,DNI - RUC - CE,,,
Salud (MN),Rimac Seguros,d12fb9b5-0649-4884-ac0a-a385de2c3f43,DNI - RUC - CE,,,
Casa-Riesgos (MN),Rimac Seguros,560f5204-db70-4949-b0c0-f3b1ab44935f,DNI - RUC - CE,,,
Vida (MN),Rimac Seguros,2379b022-fb86-44fe-bc42-b5d58a39eadd,DNI - RUC - CE,,,
EPS (MN),Rimac Seguros,d7d4c71d-958f-49c3-8f0a-33afa27ca7bf,DNI - RUC - CE,,,
EPS Doc Pago (MN),Rimac Seguros,f957b8d7-9aba-455e-9c58-6d5a2c56bd32,N- Cupón o LQ,,,
07 Casa - Riesgos ME,Rimac Seguros,c8a7089d-a35d-47e3-a7de-53a20604d425,Nro. de DNI-RUC-CE,,,
03 Salud ME,Rimac Seguros,36e515d9-99e1-4cdf-b941-2d76461a674d,Nro. de DNI-RUC-CE,,,
01 Autos ME,Rimac Seguros,354d0a4a-57f7-4e33-8d5f-47cf007f9cea,Nro. de DNI-RUC-CE,,,
05 Vida ME,Rimac Seguros,e6177081-f8f5-42da-9a00-db72e903d473,Nro. de DNI-RUC-CE,,,
Doc Pago (MN),Rimac Seguros,d2e71801-3f4b-4551-8b47-246b196c4564,N- Cupón o LQ,El número de cupón o LQ tiene 10 dígitos.<br><br>Por ejemplo: 1160824141,,
09 Doc Pago ME,Rimac Seguros,662ec2ee-46de-49fa-ad38-f5411a477228,Nro. de Cupón O LQ,El número de cupón o LQ tiene 10 dígitos.<br><br>Por ejemplo: 1675656548,,
Reydinor,Reydinor,4885A2C1-7CBF-4CE4-A49C-EA03FDD315E0,DNI o RUC,,,
Resevica S.A.C.,Resevica SAC,A752A457-BCFC-4097-868D-B44D48339E31,Dni,,,
Cobranza,Rep Deco SAC,1f819f2d-ed28-48a0-aa27-0f944359ea56,Cod. Cliente,La mayoría de códigos de cliente tienen 4 dígitos.,,
Pronto Pago,Rena Ware del Perú,9477a7ba-3637-4433-8322-9ba73983cd23,Nro. de Contrato,,,
Rena Ware Pago Cupones,Rena Ware del Perú,bd604c84-6ff7-4a16-aca6-44a0cf2cdd7b,Nro. de Contrato,El número de contrato tiene 7 dígitos.<br>Por ejemplo: <b>6110687</b>,,
REC Carsa,Recupera Inversiones SAC,ebf30fc0-6b6f-44dd-8598-25f2a25533ec,DNI,,,
Interbank 5,Recupera Inversiones SAC,48AD3150-7ABC-469C-A65D-75CC805B31D6,DNI o RUC,,,
REC Efectiva 2,Recupera Inversiones SAC,520599c1-0df4-4050-b27a-36a760d1e9e8,DNI o RUC,,,
REC BBVA 1,Recupera Inversiones SAC,b7fd332d-8e81-4852-8bc9-fee2bf0ec9fa,DNI o RUC,,,
Conecta 4,Recupera Inversiones SAC,CBA7CB33-518B-404E-A004-B272174DBF4E,DNI o RUC,,,
Credivisión,Recupera Inversiones SAC,4C3A917E-A035-4CE5-9005-3A6E818F7650,DNI o RUC,,,
REC Pichincha,Recupera Inversiones SAC,725f944b-8fa4-4744-a1a7-4d7ef733ea56,DNI o RUC,,,
Finanty 2,Recupera Inversiones SAC,D046EDFE-4791-4D05-96AD-6C076EA68399,DNI o RUC,,,
Finanty 1,Recupera Inversiones SAC,AE25542C-FC44-4C2C-8DA2-9799AE9614FA,DNI o RUC,,,
REC Confianza 5,Recupera Inversiones SAC,567fadbe-967a-48bd-a0a6-d20f32b03d76,DNI o RUC,,,
REC Interbank 4,Recupera Inversiones SAC,6C004A09-DA2E-4BF7-89FB-671E9FE02434,DNI o RUC,,,
REC BBVA 2,Recupera Inversiones SAC,39500b0d-2ce4-4335-acba-e6e4b147ed6a,DNI o RUC,,,
Conecta 2,RECUPERA INVERSIONES,d984fdd3-92fa-4224-a046-a21d84a920a4,DNI,,,
REC Interbank 2,RECUPERA INVERSIONES,60dbc63f-ffd2-4af6-a6d5-0cbe2064b0aa,DNI o RUC,,,
REC Interbank 3,RECUPERA INVERSIONES,5fe34cde-f624-44cf-86f2-88f390786495,DNI o RUC,,,
REC Caja Luren,RECUPERA INVERSIONES,1cb279e4-e0f1-4dfd-a7c6-e94199994ae8,DNI o RUC,,,
REC Interbank 1,RECUPERA INVERSIONES,f70acab6-a9dc-49de-b7b3-5575f0f95503,DNI o RUC,,,
REC Confianza 4,RECUPERA INVERSIONES,ce9b6aa4-5385-445e-93a3-4d26a3aed216,DNI o RUC,,,
REC Efectiva 1,RECUPERA INVERSIONES,38d86fcf-cc3c-42eb-9a00-f76349bb5f92,DNI o RUC,,,
REC Compartamos 1,RECUPERA INVERSIONES,6954AB78-946D-460B-B2C1-BE9A4FBDF158,DNI,,,
Cobranzas,Recsa - Armony,134a11ba-368f-4c79-b434-a6de1edab49a,DNI,,,
Recadia Pagos Soles,Recadia Pagos,B5CB5F24-2F43-4D5F-B491-1E87A1E5B667,Cod. Cliente,,,
Recadia Pagos Dólares,Recadia Pagos,9BAD2E5D-F403-44C1-AD3C-42480ABBD767,Cod. Cliente,,,
Real Plaza Soles,Real Plaza Salaverry,32579b2f-5389-45cd-9493-aa0a58d883d1,RUC,,,
Patrimonio Soles,Real Plaza Patrimonio ,a7869da9-6972-49dd-a6f9-87d93c6a1572,RUC,,,
Cuota de Mantenimiento,Real Club,25152143-19f3-45db-86fa-dd665dff2fcc,Código de Socio,La mayoría de códigos de socio tienen 4 dígitos.,,
Operaciones ACV,Ransa Comercial SA,75220d1a-3f90-4872-8615-755630459c97,Nro. de Operacion,,,
Cuenta Recaudadora,Ransa Comercial SA,7e72150a-69cb-4ed6-aed5-ae5ea84f6033,Cod. Cliente,,,
Cuenta Recaudadora,Ransa Comercial SA,ca6f350c-8d36-4181-ad2e-661fa5a69fa3,Cod. Cliente,,,
RANDE,RANDE,3F1189C8-ECF9-4081-8C67-34E43BE8FBF6,Codigo de Cliente,,,
Racser,Racser,7222F386-BB0F-48A5-ABBC-3EB29417BEB6,RUC,,,
Quimica Suiza Soles,Quimica Suiza,71e30f1e-9c35-4e8e-82b1-59d896a67198,RUC o DNI,,,
Recibo de Gas,Quavii - Piura,a82ca88a-02b5-4413-a810-7dde045c89ea,Nro. de Contrato,"Escribe los 6 dígitos de tu Código de contrato o Cupón. Encuéntralo en la esquina superior derecha del recibo o llamando al canal de atención de QUAVII: 0-801-00001, opción 3.",,
Mes Consumo Gas Natural,Quavii - Gases del Pacífico,883bdcf0-a77c-4c9c-babd-31198a5247f2,Código de Contrato o Cupón,"Escribe los 6 dígitos de tu Código de contrato o Cupón. Encuéntralo en la esquina superior derecha del recibo o llamando al canal de atención de QUAVII: 0-801-00001, opción 3.",,
Qualitas,Qualitas Compañía de Seguros SA,ddaa019a-1498-4876-8b40-2ef61aca1ef4,Nro. de Póliza,El número de póliza sólo contiene números.<br>Por ejemplo: 70192157,,
Recaudo Cliente Soles,QROMA,200F9F6A-806F-45BF-B2EB-BEBD8483586D,RUC,,,
Empleados Varios Soles,QROMA,1cade3c8-fce9-48a3-b5e9-11ae51a604e8,RUC o DNI o Cód. Cliente,,,
Pedido COA Soles,QROMA,DEFFC714-942E-4735-9A24-13E9AA0F1AD1,RUC,,,
Purimetro,Purimetro,C73A979D-EE8C-40DF-B7BA-4295452A76ED,DNI o RUC,,,
Edificio Diana,Pueblo Libre Nexo Gestion Inmobiliaria,2f761b06-6d6c-4fb6-9bf6-19347a50085f,Nro. de Departamento,Por ejemplo: <b>304</b> o <b>805</b>,,
CREP - VALIDACION COMPLETA,Prueba Apis Core,ec90410b-5141-4648-bf3c-de5aac866991,CODIGO DE PAGO,,,
Apis Core Soles Crep,Prueba Apis Core,362E2C98-475E-420C-AE74-522DCAF7BE37,DNI o RUC,,,
CDPG - VALIDACION COMPLETA,Prueba Apis Core,8B23FEDA-69EE-4715-88B8-AA1BBE918A84,CODIGO DE PAGO,,,
Prima Soles,Protecta SA,0597a8d8-dbca-4564-a0b7-a514c23f518c,"DNI, RUC, CE o Pasaporte",,,
SCTR,Protecta SA,77d8af27-9a06-4ab7-8034-154d24434e12,DNI o RUC,,,
Prima,Protecta SA,253BF9CC-5432-4F98-BDB7-50873EEBDE07,Nro. de DNI - RUC - CE - Pasaporte,,,
Monitoreo de Alarmas Soles,Prosegur Activa Peru SA,d4440b37-b1ff-4c65-aa82-d7857cc1c1ec,Código de Pago,,,
Monitoreo Alarma,Prosegur Activa Peru SA,1e8b4357-a51d-4223-9043-c1d11007e9fe,Código de Pago,,,
Aportes  - Pronatel,Pronatel,bb113ff3-0214-47af-90dc-510b5cccc619,RUC del Cliente,,,
Crédito Educativo,Pronabec,f3147b3a-a4ad-442f-86e3-9d808e0d51e3,Código de Usuario,,,
Centenario Cuota Soles,Promoción Inmobiliaria Del Sur,9A23F6C6-50C6-49D1-81C7-AFCFCF3F712D,DNI o RUC,,,
Pensiones,Prom Educ Jan Komens,cb3251f5-e88c-4480-8524-f3ca3e0a0657,Cod. Alumno,,,
Pensiones,Prolog de Villa María,271063f3-08f1-444d-8b97-01b1e1053c5a,Cod. Alumno,El código de alumno tiene 9 caracteres y tiene el siguiente formato: <b>T77867782</b>,,
Pago de Letra 9na,PROGRAMA SAN FRANCISCO 9NA ETAPA,b86dfd58-8e62-4d27-9db4-a3585e19fa37,DNI o RUC,,,
Pago de Letra 11ava,PROGRAMA SAN FRANCISCO 11AVA ETAPA,033f7990-5e16-427f-8c63-fc38273d39fc,DNI o RUC,,,
Pago de Letra 10ma,PROGRAMA SAN FRANCISCO 10MA ETAPA,ae2b5422-dd2d-48e5-9ccc-dc7391a74f5f,DNI o RUC,,,
Pago de Letra 8va,Programa San Francisco ,04fff617-f545-47e6-9be6-62a039947f2d,DNI o RUC,,,
Pagos de Letras 7ma,Programa de Vivienda San Carmelo,677dbfee-1167-43de-ac13-ef4a49099e83,DNI o RUC,,,
Crédito Proempresa,ProEmpresa,9d54ba25-e3f5-4360-961a-f86805e12fb2,DNI,"Puedes pagar hasta S/.3,000 en esta empresa.",,
PRODAC - SA - SOLES,PRODAC,93F74300-FF0F-432F-9A2A-5AF973919802,RUC,Ingresa los 11 dígitos de tu RUC,,
CTA Credipago,Procitrus,a79659f6-a391-40f7-97db-215a0d4caecd,RUC del Asociado,,,
Cuenta Credipago Soles,Procitrus,130bf049-f5b0-4e67-a4b8-3cabe33148d6,Nro. de DNI o RUC del Asociado,,,
Cobranzas,PROCAMPO SA,9B14DE8B-9F8F-465B-8351-A068347AF51C,Código de Cliente,,,
Venta y Cobranzas,Procampo SA,ef914c8a-6f07-4131-a66d-06d264a1cd1f,RUC o DNI,,,
Pensiones Mensualidad,Prime School,58A6CD25-3F0C-4A77-936A-3D7F6E164340,DNI,,,
Apor. Para Jubilación,Prima AFP,ffba32ba-33c7-4c4b-b417-8778d5b781ad,DNI,,,
Cta. Metas Ahorro Inv.,Prima AFP,81abf84f-162a-48a4-85f5-c0a4fa66b88f,DNI,,,
Preschool Cuotas,Preschool COFAM,42402700-12e8-4269-bb3d-f72c7783e4fa,Cod. Alumno,El código de alumno tiene 8 dígitos.<br>Por ejemplo: 92434299,,
Cuota Mantenimiento,Prados Del Sol,08a9ed95-fd66-4238-9dc4-c1c49328d1d3,Departamento,,,
Cuota Mantenimiento,Praderas Del Sur-Enlaces,649671cf-e17b-4762-a157-7174d1c6397b,Código de Usuario,,,
PUCP Letras Soles,Pontificia Universidad Católica del Perú,93ae0167-915f-4b96-8e0e-d7f3565f60a9,DNI o RUC,,,
Univ. Católica Soles,Pontificia Universidad Católica del Perú,2d80b99d-632b-42ca-9d5c-614dff513a16,Doc. Alum. - DNI - RUC,,,
Católica - Pensiones,Pontificia Universidad Católica del Perú,1a0b2ff9-30ea-4ac9-ba27-33050e74eb4a,Cod. Alumno,,,
Prestamos,Pontificia Universidad Católica del Perú,9a6050ad-30ac-4526-94ca-06392038d6bd,Cod. Alumno,,,
Universidad Católica,Pontificia Universidad Católica del Perú,6d7b1b67-5464-41d5-bd98-4c87cb3b5d62,"Código de Alumno, DNI, CE o RUC",,,
Letras,Pontevedra,956F331E-3EF2-4513-85FC-DF6E20E75114,DNI del Cliente,,,
Consumo de Energía,Pluz antes Enel Distribución,600af648-0763-4ae2-a522-ef90a9e9f83b,Nro. de Cliente o Suministro,"Desde el 19/08/24, Enel es <b>Pluz Energía Perú</b>. Ingresa los 7 dígitos de tu Número de Cliente o Suministro. Encuéntralo en la esquina superior derecha del recibo o llamando al canal de atención de PLUZ ENERGÍA al (01) 517 1717",,
Cuota,Plaza Park Mollendo,3aa09a00-7ac8-4eae-821e-ab275c97c1b4,Código de Lote,,,
Cuota Soles,Plaza Park Mollendo,8dffe76f-f91f-4d7b-8991-e1ef33a1fdf7,Código de Lote,Por ejemplo: PCI47 / PPDD12 / PPA63,,
Facturación Soles,Playa del Sol,bf18b0cf-34c9-4072-92b2-ff09bbd1b350,Nro. de Lote,,,
Pago de Aporte,Plan Familiar Salud San Pablo,57EC4259-3ACB-4B73-B9B3-1C4E58C15029,DNI del Depositante,,,
Comas - Cuota,Pitágoras Colegio,953074db-758a-4345-a0e9-804253c6b8a8,Cod. Alumno,,,
Los Olivos - Cuotas,Pitágoras Colegio,26f6e7d6-a37e-4dab-8163-3efe9466989f,Cod. Alumno,La mayoría de códigos de alumno tienen 8 dígitos.<br>Por ejemplo: <b>78787935</b>,,
Cuotas,Pitágoras Academia,200ba4af-8fbb-47f6-b488-af7caa362e29,Código de Matrícula,,,
Cobranzas,PF Lizzo,B4746E75-5E29-4D0A-8A3A-19E93A6E6E2A,Nro. de DNI,,,
